sentence,full_audio_path,no_tone
Gàní pariwo mọ́ àwọn oníròyìn náà.,/content/drive/MyDrive/clips/common_voice_yo_36891698.mp3,Gani pariwo mo awon oniroyin naa.
Ariwo ni wọ́n máa ń fi orin pa ní àdúgbò tí mò ń gbé.,/content/drive/MyDrive/clips/common_voice_yo_36891702.mp3,Ariwo ni won maa n fi orin pa ni adugbo ti mo n gbe.
Ọmọ Oòduà àti Babátúndé Gbàdàmọ́sí ti fara mọ ìpè ìjọba,/content/drive/MyDrive/clips/common_voice_yo_36891704.mp3,Omo Oodua ati Babatunde Gbadamosi ti fara mo ipe ijoba
Irú olóògbé yìí ò wọ́pọ̀ mọ́ nínú àwọn olóṣèlú.,/content/drive/MyDrive/clips/common_voice_yo_36891705.mp3,Iru oloogbe yii o wopo mo ninu awon oloselu.
Ojú àwọn afurasí ọ̀daràn náà nìyí o,/content/drive/MyDrive/clips/common_voice_yo_36891706.mp3,Oju awon afurasi odaran naa niyi o
Àlàyé rèé nípa ohun tí a ń sọ lẹ́ẹ̀kan nípa kòkòrò àrùn yẹn,/content/drive/MyDrive/clips/common_voice_yo_36891707.mp3,Alaye ree nipa ohun ti a n so leekan nipa kokoro arun yen
Ọ̀pọ̀lọpọ̀ Obìnrin ló ti di ìdàkudà báyìí.,/content/drive/MyDrive/clips/common_voice_yo_36891708.mp3,Opolopo Obinrin lo ti di idakuda bayii.
Ìjọba ti buwọ́lu lílo hijab láwọn iléèwé ní ìpínlẹ̀ Osun.,/content/drive/MyDrive/clips/common_voice_yo_36891710.mp3,Ijoba ti buwolu lilo hijab lawon ileewe ni ipinle Osun.
Àwọn ọmọ Nàíjíríà banújẹ́ lórí ikú tó pa Ààrẹ wọn.,/content/drive/MyDrive/clips/common_voice_yo_36891711.mp3,Awon omo Naijiria banuje lori iku to pa Aare won.
Fálànà ní ọ̀fẹ́ ni òun yóò kọ́ fásítì sí ìlú Ààrẹ Bùhárí.,/content/drive/MyDrive/clips/common_voice_yo_36891712.mp3,Falana ni ofe ni oun yoo ko fasiti si ilu Aare Buhari.
Fẹ́mi náà dá sí èdè àìyedè tó ń wáyé nínú ẹgbẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36891713.mp3,Femi naa da si ede aiyede to n waye ninu egbe.
Oyin tó jẹ́ olóri àwọn onítíátà lóbìnrin ti kìlọ̀ àwọn obìnrin.,/content/drive/MyDrive/clips/common_voice_yo_36891715.mp3,Oyin to je olori awon onitiata lobinrin ti kilo awon obinrin.
"Ayẹyẹ òmìnira ti bẹ̀rẹ̀ ní àná, mo sì ti ra aṣọ ayẹyẹ mi.",/content/drive/MyDrive/clips/common_voice_yo_36891716.mp3,"Ayeye ominira ti bere ni ana, mo si ti ra aso ayeye mi."
Orílẹ̀ èdè adúláwọ̀ mẹ́tàlá ló máa ń sọ èdè Yorùbá,/content/drive/MyDrive/clips/common_voice_yo_36891717.mp3,Orile ede adulawo metala lo maa n so ede Yoruba
Gbajúmọ̀ àlùfáà kan ni Pásítọ̀ tó bímọ méjì ní Abẹ́òkuta,/content/drive/MyDrive/clips/common_voice_yo_36891718.mp3,Gbajumo alufaa kan ni Pasito to bimo meji ni Abeokuta
Ọpọ̀lọpọ̀ Obìnrin ni inú wọn kún fún ìbànújẹ lásìkò yìí,/content/drive/MyDrive/clips/common_voice_yo_36891719.mp3,Opolopo Obinrin ni inu won kun fun ibanuje lasiko yii
Ààrẹ ti fọwọ́si pé kí wọ́n bùnkún owó oṣù àwọn òṣìṣẹ́ ìjọba.,/content/drive/MyDrive/clips/common_voice_yo_36891720.mp3,Aare ti fowosi pe ki won bunkun owo osu awon osise ijoba.
Ìyábọ̀ Adégbìtẹ́ ṣílé tuntun sí ìlú Àbújá.,/content/drive/MyDrive/clips/common_voice_yo_36891721.mp3,Iyabo Adegbite sile tuntun si ilu Abuja.
Èmi tí mò ń tọrọ ilé gbé ní London ti di onílé méjì.,/content/drive/MyDrive/clips/common_voice_yo_36891724.mp3,Emi ti mo n toro ile gbe ni London ti di onile meji.
Olúṣẹ́gun Ọbásanjọ́ àti Babátúndé ṣe ìpaàdé pẹ̀lú ìyàwó mi,/content/drive/MyDrive/clips/common_voice_yo_36891726.mp3,Olusegun Obasanjo ati Babatunde se ipaade pelu iyawo mi
Àdìsá jẹ̀bi gbogbo àwọn ẹ̀sùn tí wón fi kàn án.,/content/drive/MyDrive/clips/common_voice_yo_36891736.mp3,Adisa jebi gbogbo awon esun ti won fi kan an.
Ṣọlá ní Adé ń ràgà bo àwọn ẹ̀yà rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36891737.mp3,Sola ni Ade n raga bo awon eya re.
Làásìgbò bẹ́ sílẹ̀ lẹ́bàá Ògbómọ̀ṣọ́ nítorí màálù tó pa bàbá oníkòkó,/content/drive/MyDrive/clips/common_voice_yo_36891738.mp3,Laasigbo be sile lebaa Ogbomoso nitori maalu to pa baba onikoko
Bùhárí kọ́ ló ń darí wa ní ipò òṣèlú nílẹ̀ Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36891745.mp3,Buhari ko lo n dari wa ni ipo oselu nile Naijiria.
Akíntóyè ti san owó ìtanràn tí ìjọba ní kó san.,/content/drive/MyDrive/clips/common_voice_yo_36891746.mp3,Akintoye ti san owo itanran ti ijoba ni ko san.
Kíni àwọn nǹkan tí kò hàn nípa arákùnrin tí ọlọ̀pàá tì mọ́lé?,/content/drive/MyDrive/clips/common_voice_yo_36891748.mp3,Kini awon nnkan ti ko han nipa arakunrin ti olopaa ti mole?
Ṣé óúnjẹ tí wọ́n fẹ́ fi ṣe òde wọn ti jiná.,/content/drive/MyDrive/clips/common_voice_yo_36891754.mp3,Se ounje ti won fe fi se ode won ti jina.
Àṣírí àwọn tó ń ta ẹ̀yà ara tú ní Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36891755.mp3,Asiri awon to n ta eya ara tu ni Ibadan.
Táyọ̀ Táíwò tí àwọn ènìyàn ń fún ní owó ní ìjẹta ti kú,/content/drive/MyDrive/clips/common_voice_yo_36891756.mp3,Tayo Taiwo ti awon eniyan n fun ni owo ni ijeta ti ku
Àwọn Fúlàní ajínigbé kọ́kọ́ bèèrè owó púpọ̀ lọ́wọ́ àwọn ọmọdé,/content/drive/MyDrive/clips/common_voice_yo_36891757.mp3,Awon Fulani ajinigbe koko beere owo pupo lowo awon omode
"Tutù kò fẹ́ da olólùfẹ́ rẹ̀ láàmú, nitorínáà, mo bẹ̀ẹ́.",/content/drive/MyDrive/clips/common_voice_yo_36891770.mp3,"Tutu ko fe da ololufe re laamu, nitorinaa, mo bee."
Ìjọba sọ pé kí wọ́n ka gbogbo ẹranko igbó àti ẹja inú omi,/content/drive/MyDrive/clips/common_voice_yo_36891771.mp3,Ijoba so pe ki won ka gbogbo eranko igbo ati eja inu omi
Àwọn òbí ń fi ìpaya kó akẹ́kọ̀ọ́ kúrò nílé ẹ̀kọ́ ní Ìbàràpá.,/content/drive/MyDrive/clips/common_voice_yo_36891772.mp3,Awon obi n fi ipaya ko akekoo kuro nile eko ni Ibarapa.
Ọ̀ọ̀ni Ògúnwúsì ṣàlàyé ìpayà tó gbòde lórí yíyọ tí wọn yọ Ṣínà.,/content/drive/MyDrive/clips/common_voice_yo_36891773.mp3,Ooni Ogunwusi salaye ipaya to gbode lori yiyo ti won yo Sina.
Ọmọ ẹgbẹ́ òkùnkùn mẹ́ta di èrò àtìmọ́lé nitorí ìwà ọwọ́ wọn.,/content/drive/MyDrive/clips/common_voice_yo_36891780.mp3,Omo egbe okunkun meta di ero atimole nitori iwa owo won.
Abílékọ náà sọ pé òun ò leè pín ọkọ òun pẹ̀lú ẹnikẹ́ni.,/content/drive/MyDrive/clips/common_voice_yo_36891781.mp3,Abileko naa so pe oun o lee pin oko oun pelu enikeni.
Fúnmi ti bẹ̀rẹ̀ ìtọ́jú ní ilé-ìwòsàn ìjọba.,/content/drive/MyDrive/clips/common_voice_yo_36891782.mp3,Funmi ti bere itoju ni ile-iwosan ijoba.
Ajínigbé ń bèèrè owó ìtúsílẹ̀ lọ́wọ́ wa.,/content/drive/MyDrive/clips/common_voice_yo_36891783.mp3,Ajinigbe n beere owo itusile lowo wa.
Ọmọ ìgboro méje tó ń jó tà ló ti di aláṣeyọrí báyìí,/content/drive/MyDrive/clips/common_voice_yo_36891784.mp3,Omo igboro meje to n jo ta lo ti di alaseyori bayii
Bùkọ́lá ní ìjọba ò sanwó fáwọn ajínigbé.,/content/drive/MyDrive/clips/common_voice_yo_36891788.mp3,Bukola ni ijoba o sanwo fawon ajinigbe.
Àṣìṣe púpọ̀ ni mo ṣe nípa ìbò ìjọba ìbílẹ̀ Lágelú,/content/drive/MyDrive/clips/common_voice_yo_36885897.mp3,Asise pupo ni mo se nipa ibo ijoba ibile Lagelu
Ebi ti ń pa gbogbo àwọn ọmọ tó ń gbé ní Ilé Ifẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36885898.mp3,Ebi ti n pa gbogbo awon omo to n gbe ni Ile Ife
Àyìnlá sọ ẹni tó dá orin Fújì sílẹ̀ gan an ní Nàiìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36885899.mp3,Ayinla so eni to da orin Fuji sile gan an ni Naiijiria.
Dèjì ti ìlú Àkúrẹ́ sọ pé àṣẹ yíì wáyé nítorí àjọ̀dún ìṣẹ̀mbáyé.,/content/drive/MyDrive/clips/common_voice_yo_36885900.mp3,Deji ti ilu Akure so pe ase yii waye nitori ajodun isembaye.
Ìjọba Nàíjíríà kéde ọ̀nà láti pèsè ọ̀pọ̀ oúnjẹ láàrín ìlú.,/content/drive/MyDrive/clips/common_voice_yo_36885912.mp3,Ijoba Naijiria kede ona lati pese opo ounje laarin ilu.
Àwọn olóṣèlú ti wá kí ọba kú àṣẹ̀yìndè ìyá rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36885913.mp3,Awon oloselu ti wa ki oba ku aseyinde iya re.
Ọ̀jọ̀gbọ́n Bánjí Akíntóyè ti ààrẹ fásitì ìlú Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36885914.mp3,Ojogbon Banji Akintoye ti aare fasiti ilu Eko.
Ìtàn Mánigbàgbé ni ikú aláàfin Ọ̀yọ́.,/content/drive/MyDrive/clips/common_voice_yo_36885915.mp3,Itan Manigbagbe ni iku alaafin Oyo.
Ọba Yorùbá ní àwọn ọmọ Yorùbá tí ń kúrò ní Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36885916.mp3,Oba Yoruba ni awon omo Yoruba ti n kuro ni Naijiria.
Àwọn ẹgbẹ́ òṣèlú méjì ṣe ara wọn léṣe nínú ìdìbọ̀ tó kọjá.,/content/drive/MyDrive/clips/common_voice_yo_36888768.mp3,Awon egbe oselu meji se ara won lese ninu idibo to koja.
Ààrẹ ẹgbẹ́ Emèrè ní àwọn ti wà tipẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36892201.mp3,Aare egbe Emere ni awon ti wa tipe.
Obìnrin òyìnbó kan tó gbé ní Òṣogbo ni orúkọ ẹ̀ ń jẹ́ Àdùnní.,/content/drive/MyDrive/clips/common_voice_yo_36892202.mp3,Obinrin oyinbo kan to gbe ni Osogbo ni oruko e n je Adunni.
"Asẹ́yìn ti ìlú Ìsẹ́yìn ti di olóògbé báyìí, a ń ṣe ìdárò ẹ̀.",/content/drive/MyDrive/clips/common_voice_yo_36892203.mp3,"Aseyin ti ilu Iseyin ti di oloogbe bayii, a n se idaro e."
Agbófinró nílò àtìlẹ́yìn ìjọba láti rí iṣẹ́ wọn ṣe lọ́nà tó bójú mu.,/content/drive/MyDrive/clips/common_voice_yo_36892219.mp3,Agbofinro nilo atileyin ijoba lati ri ise won se lona to boju mu.
Ọ̀pọ̀lọpọ̀ àwọn olùgbé ló ti ń sá fì ìlú wọn sílẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36892220.mp3,Opolopo awon olugbe lo ti n sa fi ilu won sile
Motúnráyọ̀ ti lọ bá àwọn ọmọ kíláàsì rẹ̀ sọ̀rọ̀ nítorí ariwo wọn,/content/drive/MyDrive/clips/common_voice_yo_36892222.mp3,Motunrayo ti lo ba awon omo kilaasi re soro nitori ariwo won
Àwọn arìnrìn àjò tó wá láti òkè òkun ti pọ̀ jù ní Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36892248.mp3,Awon arinrin ajo to wa lati oke okun ti po ju ni Naijiria.
Àkàó ní òun ṣetán láti lo gbogbo ayé mi tókù lẹ́wọ̀n.,/content/drive/MyDrive/clips/common_voice_yo_36892249.mp3,Akao ni oun setan lati lo gbogbo aye mi toku lewon.
Wọ́n fi ẹ̀sùn ìgbésùnmọ̀mí kan olùrànlọ́wọ́ Ìgbòho méjì,/content/drive/MyDrive/clips/common_voice_yo_36892252.mp3,Won fi esun igbesunmomi kan oluranlowo Igboho meji
Oríṣiríṣi ilé ẹ̀kọ́ gíga ló wà ní ìpínlẹ̀ Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36892256.mp3,Orisirisi ile eko giga lo wa ni ipinle Eko.
Èló ni owó ìtanràn tí Tẹlifísàn gbà lọ́wọ́ àwọn arúfin ìlú?,/content/drive/MyDrive/clips/common_voice_yo_36892277.mp3,Elo ni owo itanran ti Telifisan gba lowo awon arufin ilu?
Olùdarí ìgbìmọ̀ ìgbẹ́jọ́ Ìgbòho ti kéde ìgbésẹ̀ ìjọba Ifẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36892278.mp3,Oludari igbimo igbejo Igboho ti kede igbese ijoba Ife
Wọ́n ti pa eégún sí ẹ̀yìn Àyìndẹ́ rí.,/content/drive/MyDrive/clips/common_voice_yo_36892279.mp3,Won ti pa eegun si eyin Ayinde ri.
Adéṣínà ló ti ilé ẹ̀kọ́ fásitì Ifẹ̀ pa lórí akẹ́kọ̀ọ́ tó gbẹ́mì mì,/content/drive/MyDrive/clips/common_voice_yo_36892280.mp3,Adesina lo ti ile eko fasiti Ife pa lori akekoo to gbemi mi
Ìdókòwò ti pọ̀ jù nínú ọjà Gbági. Ibẹ̀ ni mo ti ra bàtà,/content/drive/MyDrive/clips/common_voice_yo_36892281.mp3,Idokowo ti po ju ninu oja Gbagi. Ibe ni mo ti ra bata
Ọbásanjọ́ ti sọ nǹkan tí òun ní láti ṣe láti tún di ààrẹ,/content/drive/MyDrive/clips/common_voice_yo_36911698.mp3,Obasanjo ti so nnkan ti oun ni lati se lati tun di aare
Eré ìdárayá náà ma bẹ̀rẹ̀ ní ìrọ̀lẹ́ pátáápátá ọ̀la.,/content/drive/MyDrive/clips/common_voice_yo_36911702.mp3,Ere idaraya naa ma bere ni irole pataapata ola.
Àwọn ìlú ti pinnu pé gbogbo ẹbí Balógun ni àwọn lé kúrò ní ìlú,/content/drive/MyDrive/clips/common_voice_yo_36911703.mp3,Awon ilu ti pinnu pe gbogbo ebi Balogun ni awon le kuro ni ilu
ìyà tún gbé Adéwálé ṣánlẹ̀ nígbà tí bàbá rẹ̀ kú.,/content/drive/MyDrive/clips/common_voice_yo_36911704.mp3,iya tun gbe Adewale sanle nigba ti baba re ku.
Àjànàkú jẹ́ ẹranko tó tóbi jù lórí lẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36911705.mp3,Ajanaku je eranko to tobi ju lori le.
Iléeṣẹ́ ọlọ́pàá ìpínlẹ̀ Ọ̀yọ́ láwọn kò lè ṣọ iye èèyàn tó kú ní Ìsẹ́yìn.,/content/drive/MyDrive/clips/common_voice_yo_36911706.mp3,Ileese olopaa ipinle Oyo lawon ko le so iye eeyan to ku ni Iseyin.
Onímọ̀ kan ló sọ pé ìpèsè ilé ẹ̀kọ́ nìkan kò lè yanjú ìpèníjà yìí.,/content/drive/MyDrive/clips/common_voice_yo_36911707.mp3,Onimo kan lo so pe ipese ile eko nikan ko le yanju ipenija yii.
Omijé bọ́ lójú alàgbà Témì tó kọ orin àkọmọ̀nà.,/content/drive/MyDrive/clips/common_voice_yo_36981571.mp3,Omije bo loju alagba Temi to ko orin akomona.
Wo nǹkan tó ṣẹlẹ̀ nígbà tí òkú wòlíì dìde.,/content/drive/MyDrive/clips/common_voice_yo_36981572.mp3,Wo nnkan to sele nigba ti oku wolii dide.
Tírélà tẹ ìyá àti ọmọ pẹ̀lú ènìyàn méjì míì pa ní Ìkárẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36981573.mp3,Tirela te iya ati omo pelu eniyan meji mii pa ni Ikare.
Wálé ní ayédèrú ìròyìn lòun ń gbé kiri nípa yíyìnbọn lu ará ìlú,/content/drive/MyDrive/clips/common_voice_yo_36981574.mp3,Wale ni ayederu iroyin loun n gbe kiri nipa yiyinbon lu ara ilu
Ìgbòho ń gbé ìgbésẹ̀ tuntun lórí ọ̀rọ̀ náà.,/content/drive/MyDrive/clips/common_voice_yo_36981575.mp3,Igboho n gbe igbese tuntun lori oro naa.
Àjọ tí ó ń darí ètò ìbò kéde èsì ìbò gómìnà níjọba ìbílẹ̀ méjìlá.,/content/drive/MyDrive/clips/common_voice_yo_36981704.mp3,Ajo ti o n dari eto ibo kede esi ibo gomina nijoba ibile mejila.
Ìjọba àpapọ̀ kéde àkọ̀tun ìséde ní ìlú Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36981705.mp3,Ijoba apapo kede akotun isede ni ilu Eko.
Àwọn oníṣẹ́ ìlera ṣe ìwọ́de lórí àìsan owó oṣù wọn.,/content/drive/MyDrive/clips/common_voice_yo_36981706.mp3,Awon onise ilera se iwode lori aisan owo osu won.
Olùgbé Jerúsálẹ́mù ti jáde láyé lẹ́yìn àìsàn ránpẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36981707.mp3,Olugbe Jerusalemu ti jade laye leyin aisan ranpe.
Ọ̀nà kan náà ló jásí ọjà Òkè-Ọlá.,/content/drive/MyDrive/clips/common_voice_yo_36981714.mp3,Ona kan naa lo jasi oja Oke-Ola.
"Ọ̀ṣunfúnkẹ́ kìí se ọmọ ẹgbẹ́ wa, alárinà lásán ni ó jẹ́.",/content/drive/MyDrive/clips/common_voice_yo_36981715.mp3,"Osunfunke kii se omo egbe wa, alarina lasan ni o je."
Làásìgbò wáyé láàárín àwọn ẹ̀yà kan àti Yorùbá ní ìlú Ìgangàn.,/content/drive/MyDrive/clips/common_voice_yo_36981716.mp3,Laasigbo waye laaarin awon eya kan ati Yoruba ni ilu Igangan.
Àwọn ọlọ́jà Ọ̀ṣun ti rawọ́ ẹ̀bẹ̀ sí ìjọba lórí ọ̀rọ̀ iná,/content/drive/MyDrive/clips/common_voice_yo_36981718.mp3,Awon oloja Osun ti rawo ebe si ijoba lori oro ina
Ẹ̀wọ̀n gbére wà nínú ìjìyà tí a máa fi jẹ wọ́n,/content/drive/MyDrive/clips/common_voice_yo_36981720.mp3,Ewon gbere wa ninu ijiya ti a maa fi je won
N kò lo idán àbí àlùpàyídà fún ìṣirò ọpọlọ tí mò ń ṣe.,/content/drive/MyDrive/clips/common_voice_yo_36981721.mp3,N ko lo idan abi alupayida fun isiro opolo ti mo n se.
Àwọn agbófinró mẹ́fà péré ló wọ́lé nínú ìdìbò tó kọjá,/content/drive/MyDrive/clips/common_voice_yo_36981722.mp3,Awon agbofinro mefa pere lo wole ninu idibo to koja
Búrẹ́dì àti àkàrà ni Fikáyọ̀ rà wá.,/content/drive/MyDrive/clips/common_voice_yo_36883157.mp3,Buredi ati akara ni Fikayo ra wa.
Àwọn obìnrin ilẹ̀- òkèèrè ṣe ìwọ́de lórí ìfagilé oyún ṣíṣẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36883158.mp3,Awon obinrin ile- okeere se iwode lori ifagile oyun sise.
Ìghòho ti kéde àwọn ọ̀daràn mẹ́ta tó na pápá bora,/content/drive/MyDrive/clips/common_voice_yo_36883159.mp3,Ighoho ti kede awon odaran meta to na papa bora
Àwọn olùgbé Ìbàdàn ni àpọ̀jù iná mọ̀nàmọ́ná ń da àwọn láàmú.,/content/drive/MyDrive/clips/common_voice_yo_36883160.mp3,Awon olugbe Ibadan ni apoju ina monamona n da awon laamu.
Ìlú tí mò ń lọ jìnnà sí ìgboro gidi ni,/content/drive/MyDrive/clips/common_voice_yo_36883329.mp3,Ilu ti mo n lo jinna si igboro gidi ni
Ìgbìmọ̀ Àgbààgbà Yorùbá ké sí Ààrẹ pé kó kọ̀wé fipò sílẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36883330.mp3,Igbimo Agbaagba Yoruba ke si Aare pe ko kowe fipo sile.
Àwọn awuyewuye tó ń wáyé láàárín Òǹdò àti Ọ̀ṣun.,/content/drive/MyDrive/clips/common_voice_yo_36883333.mp3,Awon awuyewuye to n waye laaarin Ondo ati Osun.
Ìjàmbá iná tó máa ń wáyé nígbà ọyẹ́ ń kọ àwọn ènìyàn lóminú.,/content/drive/MyDrive/clips/common_voice_yo_36883334.mp3,Ijamba ina to maa n waye nigba oye n ko awon eniyan lominu.
Àwọn ọlọ́pàá ìlú Ọ̀yọ́ ò mọ iṣẹ́ wọn níṣẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36883453.mp3,Awon olopaa ilu Oyo o mo ise won nise.
Mo wòye pé àwọn ọkùnrin Nàìjíríà kò fi bẹ́ẹ̀ mọ̀ nípa ìtọ́jú ọmọ.,/content/drive/MyDrive/clips/common_voice_yo_36883455.mp3,Mo woye pe awon okunrin Naijiria ko fi bee mo nipa itoju omo.
Ṣadé sọ pé àlá òun ni láti jẹ́ agbábọ́ọ̀lù obìnrin tó dáńtọ́,/content/drive/MyDrive/clips/common_voice_yo_36883456.mp3,Sade so pe ala oun ni lati je agbaboolu obinrin to danto
Yẹmí kọ olólùfẹ́ rẹ̀ sílẹ̀ lẹ́yìn ọdún mẹ́wàá.,/content/drive/MyDrive/clips/common_voice_yo_36883457.mp3,Yemi ko ololufe re sile leyin odun mewaa.
Wọ́n máa ń yìnbọn sókè nínú ìfẹ̀hónúhàn tí wọn ń ṣe.,/content/drive/MyDrive/clips/common_voice_yo_36883464.mp3,Won maa n yinbon soke ninu ifehonuhan ti won n se.
"Ikọ̀ wa ba òpó iná ọba jẹ́, kò sí omi mímu.",/content/drive/MyDrive/clips/common_voice_yo_36883465.mp3,"Iko wa ba opo ina oba je, ko si omi mimu."
Iṣu gbígbẹ ni ó dára láti gbìn.,/content/drive/MyDrive/clips/common_voice_yo_36883466.mp3,Isu gbigbe ni o dara lati gbin.
Wọn kò tíì rí adájọ́ tí yóò buwọ́lù béèlì wọn lọ́jọ́ yẹn.,/content/drive/MyDrive/clips/common_voice_yo_36883470.mp3,Won ko tii ri adajo ti yoo buwolu beeli won lojo yen.
Fọláṣadé ni obìnrin àkọ́kọ́ tó jẹ ọ̀gá àgbà ní Fáṣítì Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36883471.mp3,Folasade ni obinrin akoko to je oga agba ni Fasiti Eko.
Ìjì òtútù pa èèyàn mẹ́sàn-án ní Amẹ́ríkà.,/content/drive/MyDrive/clips/common_voice_yo_36883472.mp3,Iji otutu pa eeyan mesan-an ni Amerika.
Ẹni àkọ́kọ́ tí wọ́n yóò yẹgi fún ní ilẹ̀ òkèrè jẹ ọmọ Áfíríkà.,/content/drive/MyDrive/clips/common_voice_yo_36883473.mp3,Eni akoko ti won yoo yegi fun ni ile okere je omo Afirika.
Wo ọṣẹ́ tí àwọn ẹlẹ́wọ̀n yìí ṣe fún àwọn ará Ìbàdàn lánàá,/content/drive/MyDrive/clips/common_voice_yo_36883474.mp3,Wo ose ti awon elewon yii se fun awon ara Ibadan lanaa
Èèyàn bíi àádọ́ta ló jábọ́ sínú kòtò kan ní ọjọ́ Ajé,/content/drive/MyDrive/clips/common_voice_yo_36883475.mp3,Eeyan bii aadota lo jabo sinu koto kan ni ojo Aje
